Time (s),GPU0_SM_Clock (MHz),GPU0_DRAM_Active,GPU0_FP16_Active,GPU0_FP32_Active,GPU0_FP64_Active,GPU0_Power (W)
0.20010900497436523,345.0,0.0,0.0,0.0,0.0,75
1.013197660446167,345.0,0.0,0.0,0.0,0.0,75
1.8239550590515137,345.0,0.0,0.0,0.0,0.0,75
2.6341357231140137,345.0,0.0,0.0,0.0,0.0,75
3.60575532913208,345.0,0.0,0.0,0.0,0.0,75
5.188272476196289,345.0,0.0,0.0,0.0,0.0,75
5.999098777770996,1980.0,0.0,0.0,0.0,0.0,115
6.8110082149505615,1440.0,0.516,0.0,0.019,0.0,376
7.620986700057983,1590.0,0.566,0.0,0.025,0.0,398
8.430667877197266,1410.0,0.602,0.0,0.025,0.0,396
9.242404222488403,1320.0,0.595,0.0,0.021,0.0,397
10.05200481414795,1275.0,0.584,0.0,0.021,0.0,398
10.86155390739441,1365.0,0.628,0.0,0.023,0.0,397
11.67117691040039,1515.0,0.616,0.0,0.025,0.0,397
12.480958223342896,1560.0,0.587,0.0,0.024,0.0,399
13.290552854537964,1170.0,0.58,0.0,0.024,0.0,394
14.100192546844482,1380.0,0.596,0.0,0.025,0.0,395
14.909539937973022,1380.0,0.606,0.0,0.023,0.0,396
15.719157695770264,1530.0,0.561,0.0,0.02,0.0,397
16.52886152267456,1740.0,0.586,0.0,0.025,0.0,392
17.33822202682495,1680.0,0.407,0.0,0.013,0.0,355
18.147640705108643,1965.0,0.557,0.0,0.02,0.0,322
18.957818508148193,615.0,0.589,0.0,0.023,0.0,380
19.76774525642395,1395.0,0.587,0.0,0.024,0.0,395
20.577378034591675,1500.0,0.578,0.0,0.026,0.0,394
21.387021780014038,1410.0,0.564,0.0,0.024,0.0,399
22.1969792842865,1320.0,0.572,0.0,0.02,0.0,400
23.00649666786194,1230.0,0.603,0.0,0.022,0.0,399
23.815935611724854,1395.0,0.638,0.0,0.024,0.0,390
24.62529420852661,1305.0,0.598,0.0,0.026,0.0,396
25.435111045837402,1455.0,0.596,0.0,0.025,0.0,395
26.244463443756104,1350.0,0.585,0.0,0.022,0.0,399
27.053545475006104,1275.0,0.568,0.0,0.021,0.0,398
27.862848043441772,1305.0,0.612,0.0,0.021,0.0,399
28.67222237586975,1530.0,0.631,0.0,0.025,0.0,390
29.482000589370728,1440.0,0.499,0.0,0.017,0.0,355
30.29197645187378,1965.0,0.603,0.0,0.02,0.0,311
31.1019549369812,1365.0,0.596,0.0,0.023,0.0,372
31.911702156066895,1425.0,0.581,0.0,0.024,0.0,395
32.72114324569702,1350.0,0.571,0.0,0.026,0.0,399
33.53006935119629,1320.0,0.589,0.0,0.026,0.0,402
34.339722871780396,1290.0,0.627,0.0,0.023,0.0,397
35.14932703971863,1410.0,0.633,0.0,0.024,0.0,391
35.958099126815796,1605.0,0.6,0.0,0.024,0.0,397
36.76762509346008,1365.0,0.571,0.0,0.025,0.0,396
37.57749700546265,1350.0,0.583,0.0,0.025,0.0,400
38.38695812225342,1395.0,0.602,0.0,0.025,0.0,392
39.19651818275452,1305.0,0.595,0.0,0.021,0.0,398
40.006104707717896,1230.0,0.567,0.0,0.02,0.0,399
40.815258264541626,1380.0,0.63,0.0,0.023,0.0,395
41.62501001358032,1425.0,0.579,0.0,0.019,0.0,356
42.43481206893921,1965.0,0.574,0.0,0.02,0.0,315
