power_cap,gpu_count,runtime_seconds
800,1,36.514740705490105
900,1,36.40554308891296
1000,1,37.094592571258545
1100,1,36.28777003288268
1200,1,36.485830545425415
1300,1,37.161978244781494
1400,1,36.47183585166931
1500,1,36.361615896224976
1600,1,36.309542894363396
1700,1,36.37069416046143
1800,1,36.351009130477905
1900,1,36.40518045425415
2000,1,36.370692253112786
800,2,22.816626787185672
900,2,22.411689281463623
1000,2,25.07932829856873
1100,2,22.384477615356445
1200,2,21.90348744392395
1300,2,21.931209802627567
1400,2,21.96256375312805
1500,2,21.96210527420044
1600,2,21.422914028167728
1700,2,21.85959482192993
1800,2,21.941010236740112
1900,2,21.746281385421753
2000,2,21.71706604957581
800,3,21.6975691318512
900,3,21.534262657165527
1000,3,19.56069231033325
1100,3,19.660107612609863
1200,3,18.48874568939209
1300,3,18.54781150817871
1400,3,18.57499623298645
1500,3,18.406019449234012
1600,3,20.24596691131592
1700,3,18.506425619125366
1800,3,18.515734195709232
1900,3,18.594195842742923
2000,3,18.53150963783264
800,4,24.673083066940308
900,4,21.58995246887207
1000,4,19.07548975944519
1100,4,17.450334310531616
1200,4,16.757178783416748
1300,4,16.435647010803226
1400,4,18.85929107666016
1500,4,15.864394187927244
1600,4,15.84210968017578
1700,4,15.63247013092041
1800,4,15.667221069335938
1900,4,15.873467683792114
2000,4,18.34270977973938
